Match: CLE2018 vs GSW2018 | Win Prob: 0.4148914 vs 0.5851086 | Odds: 127 to -147 | Recommendation: Home
Match: ATL2018 vs DET2018 | Win Prob: 0.378885 vs 0.621115 | Odds: 144 to -167 | Recommendation: Home
Match: BOS2018 vs CLE2018 | Win Prob: 0.5370934 vs 0.4629066 | Odds: -192 to 166 | Recommendation: Visiting
Match: PHO2018 vs DEN2018 | Win Prob: 0.32347563 vs 0.6765244 | Odds: 257 to -303 | Recommendation: Home
Match: DAL2018 vs LAL2018 | Win Prob: 0.5267907 vs 0.47320932 | Odds: -152 to 133 | Recommendation: Visiting
Match: GSW2018 vs SAS2018 | Win Prob: 0.53451085 vs 0.46548912 | Odds: -667 to 498 | Recommendation: Visiting
Match: CHI2018 vs WAS2018 | Win Prob: 0.36156607 vs 0.63843393 | Odds: 183 to -213 | Recommendation: Home
Match: ORL2018 vs MIL2018 | Win Prob: 0.4254455 vs 0.57455444 | Odds: 175 to -204 | Recommendation: Home
Match: PHI2018 vs LAC2018 | Win Prob: 0.59626245 vs 0.40373757 | Odds: -192 to 167 | Recommendation: Visiting
Match: BRK2018 vs NOP2018 | Win Prob: 0.41573396 vs 0.584266 | Odds: 117 to -135 | Recommendation: Home
Match: SAC2018 vs POR2018 | Win Prob: 0.3128725 vs 0.68712753 | Odds: 174 to -204 | Recommendation: Home
Match: CHI2018 vs MIN2018 | Win Prob: 0.3115359 vs 0.6884641 | Odds: 260 to -312 | Recommendation: Home
Match: UTA2018 vs CHO2018 | Win Prob: 0.55815 vs 0.44185 | Odds: -244 to 206 | Recommendation: Visiting
Match: HOU2018 vs DEN2018 | Win Prob: 0.59931326 vs 0.40068674 | Odds: -400 to 329 | Recommendation: Visiting
Match: MIA2018 vs MIL2018 | Win Prob: 0.5401631 vs 0.459837 | Odds: -119 to 104 | Recommendation: Visiting
Match: ATL2018 vs CLE2018 | Win Prob: 0.38315487 vs 0.6168452 | Odds: 112 to -128 | Recommendation: Home
Match: BOS2018 vs IND2018 | Win Prob: 0.49751738 vs 0.5024826 | Odds: -172 to 150 | Recommendation: Visiting
Match: DET2018 vs LAC2018 | Win Prob: 0.5430908 vs 0.45690918 | Odds: -156 to 137 | Recommendation: Visiting
Match: PHI2018 vs NOP2018 | Win Prob: 0.5397033 vs 0.46029672 | Odds: -233 to 200 | Recommendation: Visiting
Match: LAL2018 vs OKC2018 | Win Prob: 0.38021427 vs 0.6197857 | Odds: -118 to 102 | Recommendation: Visiting
Match: GSW2018 vs DAL2018 | Win Prob: 0.6077915 vs 0.39220855 | Odds: -1429 to 874 | Recommendation: Visiting
Match: POR2018 vs CHO2018 | Win Prob: 0.53146684 vs 0.46853316 | Odds: -154 to 134 | Recommendation: Visiting
Match: WAS2018 vs BOS2018 | Win Prob: 0.4610462 vs 0.5389538 | Odds: 112 to -128 | Recommendation: Home
Match: ORL2018 vs ATL2018 | Win Prob: 0.51997554 vs 0.48002443 | Odds: 108 to -125 | Recommendation: Home
Match: PHO2018 vs SAS2018 | Win Prob: 0.31425747 vs 0.68574256 | Odds: 483 to -625 | Recommendation: Home
Match: CLE2018 vs MIN2018 | Win Prob: 0.44598898 vs 0.554011 | Odds: 137 to -156 | Recommendation: Home
Match: MEM2018 vs UTA2018 | Win Prob: 0.29042992 vs 0.7095701 | Odds: 225 to -263 | Recommendation: Home
Match: MIA2018 vs HOU2018 | Win Prob: 0.377434 vs 0.622566 | Odds: 165 to -192 | Recommendation: Home
Match: DET2018 vs BRK2018 | Win Prob: 0.5701186 vs 0.42988136 | Odds: -476 to 380 | Recommendation: Visiting
Match: GSW2018 vs OKC2018 | Win Prob: 0.51416236 vs 0.48583758 | Odds: -556 to 430 | Recommendation: Visiting
Match: LAL2018 vs PHO2018 | Win Prob: 0.5922439 vs 0.40775606 | Odds: -345 to 286 | Recommendation: Visiting
Match: PHI2018 vs WAS2018 | Win Prob: 0.56038225 vs 0.43961775 | Odds: -263 to 224 | Recommendation: Visiting
Match: ATL2018 vs MEM2018 | Win Prob: 0.53114134 vs 0.46885866 | Odds: -149 to 131 | Recommendation: Visiting
Match: BRK2018 vs HOU2018 | Win Prob: 0.30366465 vs 0.6963354 | Odds: 519 to -667 | Recommendation: Home
Match: NYK2018 vs MIL2018 | Win Prob: 0.44622806 vs 0.553772 | Odds: -119 to 102 | Recommendation: Visiting
Match: ORL2018 vs CLE2018 | Win Prob: 0.4022175 vs 0.59778255 | Odds: 246 to -294 | Recommendation: Home
Match: LAC2018 vs DAL2018 | Win Prob: 0.48489717 vs 0.5151028 | Odds: -256 to 216 | Recommendation: Visiting
Match: SAC2018 vs CHI2018 | Win Prob: 0.49352586 vs 0.5064741 | Odds: -130 to 112 | Recommendation: Visiting
Match: DEN2018 vs CHO2018 | Win Prob: 0.52606094 vs 0.4739391 | Odds: -175 to 152 | Recommendation: Visiting
Match: NOP2018 vs UTA2018 | Win Prob: 0.44613212 vs 0.5538679 | Odds: -108 to -106 | Recommendation: Home
Match: MIA2018 vs ORL2018 | Win Prob: 0.6133598 vs 0.38664025 | Odds: -400 to 320 | Recommendation: Visiting
Match: DET2018 vs POR2018 | Win Prob: 0.45843035 vs 0.54156965 | Odds: -137 to 119 | Recommendation: Visiting
Match: IND2018 vs WAS2018 | Win Prob: 0.54142034 vs 0.45857963 | Odds: 129 to -149 | Recommendation: Home
Match: PHO2018 vs CHO2018 | Win Prob: 0.3467159 vs 0.65328413 | Odds: 218 to -256 | Recommendation: Home
Match: OKC2018 vs LAL2018 | Win Prob: 0.6197857 vs 0.38021427 | Odds: -500 to 390 | Recommendation: Visiting
Match: BOS2018 vs POR2018 | Win Prob: 0.49097064 vs 0.5090293 | Odds: 106 to -125 | Recommendation: Home
Match: BRK2018 vs MIL2018 | Win Prob: 0.4579857 vs 0.5420143 | Odds: 165 to -192 | Recommendation: Home
Match: NYK2018 vs ATL2018 | Win Prob: 0.54102755 vs 0.45897242 | Odds: -227 to 196 | Recommendation: Visiting
Match: SAC2018 vs DAL2018 | Win Prob: 0.37573314 vs 0.62426686 | Odds: 159 to -182 | Recommendation: Home
Match: DEN2018 vs GSW2018 | Win Prob: 0.4549455 vs 0.54505455 | Odds: 177 to -208 | Recommendation: Home
Match: MIN2018 vs NOP2018 | Win Prob: 0.53514445 vs 0.46485558 | Odds: -370 to 301 | Recommendation: Visiting
Match: SAS2018 vs UTA2018 | Win Prob: 0.47829512 vs 0.52170485 | Odds: -263 to 224 | Recommendation: Visiting
Match: CLE2018 vs HOU2018 | Win Prob: 0.36223495 vs 0.6377651 | Odds: 142 to -161 | Recommendation: Home
Match: DET2018 vs MIA2018 | Win Prob: 0.4882226 vs 0.5117774 | Odds: -182 to 160 | Recommendation: Visiting
Match: IND2018 vs PHI2018 | Win Prob: 0.4808465 vs 0.5191535 | Odds: -115 to 100 | Recommendation: Visiting
Match: ORL2018 vs WAS2018 | Win Prob: 0.40401843 vs 0.59598154 | Odds: 158 to -182 | Recommendation: Home
Match: LAC2018 vs CHI2018 | Win Prob: 0.6038113 vs 0.3961887 | Odds: -370 to 299 | Recommendation: Visiting
Match: SAC2018 vs GSW2018 | Win Prob: 0.279743 vs 0.72025704 | Odds: 844 to -1250 | Recommendation: Home
Match: OKC2018 vs NOP2018 | Win Prob: 0.5525639 vs 0.44743603 | Odds: -250 to 211 | Recommendation: Visiting
Match: PHO2018 vs UTA2018 | Win Prob: 0.29584482 vs 0.7041552 | Odds: 204 to -238 | Recommendation: Home
Match: MIL2018 vs NYK2018 | Win Prob: 0.553772 vs 0.44622806 | Odds: -189 to 164 | Recommendation: Visiting
Match: PHI2018 vs MIA2018 | Win Prob: 0.5423993 vs 0.45760062 | Odds: -175 to 152 | Recommendation: Visiting
Match: BOS2018 vs ATL2018 | Win Prob: 0.6513153 vs 0.3486848 | Odds: -286 to 243 | Recommendation: Visiting
Match: BRK2018 vs LAL2018 | Win Prob: 0.48432827 vs 0.5156718 | Odds: -115 to 100 | Recommendation: Visiting
Match: CHO2018 vs IND2018 | Win Prob: 0.47506 vs 0.5249401 | Odds: -159 to 141 | Recommendation: Visiting
Match: DEN2018 vs OKC2018 | Win Prob: 0.46902883 vs 0.53097117 | Odds: 106 to -122 | Recommendation: Home
Match: MIN2018 vs MIL2018 | Win Prob: 0.5775359 vs 0.42246404 | Odds: -250 to 210 | Recommendation: Visiting
Match: SAS2018 vs HOU2018 | Win Prob: 0.41092095 vs 0.5890791 | Odds: 118 to -135 | Recommendation: Home
Match: DET2018 vs MEM2018 | Win Prob: 0.6499934 vs 0.35000658 | Odds: -385 to 320 | Recommendation: Visiting
Match: PHO2018 vs DAL2018 | Win Prob: 0.38213056 vs 0.61786944 | Odds: 125 to -143 | Recommendation: Home
Match: POR2018 vs CHI2018 | Win Prob: 0.6815331 vs 0.3184669 | Odds: -357 to 298 | Recommendation: Visiting
Match: BOS2018 vs NYK2018 | Win Prob: 0.6130961 vs 0.38690388 | Odds: -222 to 193 | Recommendation: Visiting
Match: ATL2018 vs CHO2018 | Win Prob: 0.36937177 vs 0.6306283 | Odds: 125 to -143 | Recommendation: Home
Match: BRK2018 vs PHI2018 | Win Prob: 0.37766778 vs 0.6223322 | Odds: 265 to -323 | Recommendation: Home
Match: CLE2018 vs MIA2018 | Win Prob: 0.4837 vs 0.51629996 | Odds: -139 to 121 | Recommendation: Visiting
Match: IND2018 vs MEM2018 | Win Prob: 0.6812414 vs 0.31875858 | Odds: -370 to 308 | Recommendation: Visiting
Match: ORL2018 vs LAL2018 | Win Prob: 0.45147544 vs 0.54852456 | Odds: 131 to -152 | Recommendation: Home
Match: LAC2018 vs POR2018 | Win Prob: 0.4159418 vs 0.58405817 | Odds: 123 to -141 | Recommendation: Home
Match: UTA2018 vs GSW2018 | Win Prob: 0.48715553 vs 0.5128445 | Odds: 297 to -357 | Recommendation: Home
Match: SAS2018 vs DEN2018 | Win Prob: 0.5106096 vs 0.48939034 | Odds: -278 to 236 | Recommendation: Visiting
Match: DET2018 vs CLE2018 | Win Prob: 0.5045261 vs 0.49547395 | Odds: 229 to -270 | Recommendation: Home
Match: HOU2018 vs ORL2018 | Win Prob: 0.72350425 vs 0.27649575 | Odds: -1000 to 708 | Recommendation: Visiting
Match: NOP2018 vs SAC2018 | Win Prob: 0.6633004 vs 0.33669966 | Odds: -417 to 343 | Recommendation: Visiting
Match: NYK2018 vs BRK2018 | Win Prob: 0.48813513 vs 0.51186484 | Odds: -227 to 196 | Recommendation: Visiting
Match: WAS2018 vs OKC2018 | Win Prob: 0.4268779 vs 0.57312214 | Odds: 140 to -161 | Recommendation: Home
Match: DEN2018 vs BOS2018 | Win Prob: 0.5036063 vs 0.4963936 | Odds: -123 to 108 | Recommendation: Visiting
Match: DAL2018 vs MIA2018 | Win Prob: 0.4602142 vs 0.53978586 | Odds: 114 to -130 | Recommendation: Home
Match: MEM2018 vs PHO2018 | Win Prob: 0.4934671 vs 0.50653297 | Odds: -370 to 308 | Recommendation: Visiting
Match: MIL2018 vs PHI2018 | Win Prob: 0.4179962 vs 0.58200383 | Odds: -263 to 225 | Recommendation: Visiting
Match: ATL2018 vs MIN2018 | Win Prob: 0.3333507 vs 0.66664934 | Odds: 229 to -270 | Recommendation: Home
Match: IND2018 vs CHO2018 | Win Prob: 0.5249401 vs 0.47506 | Odds: -127 to 110 | Recommendation: Visiting
Match: SAS2018 vs SAC2018 | Win Prob: 0.6915709 vs 0.30842912 | Odds: -769 to 577 | Recommendation: Visiting
Match: CLE2018 vs DET2018 | Win Prob: 0.49547395 vs 0.5045261 | Odds: -333 to 280 | Recommendation: Visiting
Match: OKC2018 vs PHI2018 | Win Prob: 0.5129689 vs 0.4870311 | Odds: -156 to 137 | Recommendation: Visiting
Match: NOP2018 vs LAC2018 | Win Prob: 0.5574372 vs 0.44256276 | Odds: -128 to 112 | Recommendation: Visiting
Match: CHI2018 vs MIL2018 | Win Prob: 0.38218546 vs 0.61781454 | Odds: 118 to -135 | Recommendation: Home
Match: HOU2018 vs PHO2018 | Win Prob: 0.75776213 vs 0.2422379 | Odds: -1667 to 966 | Recommendation: Visiting
Match: DEN2018 vs DAL2018 | Win Prob: 0.5639798 vs 0.4360202 | Odds: -345 to 286 | Recommendation: Visiting
Match: MIN2018 vs BRK2018 | Win Prob: 0.61801255 vs 0.38198754 | Odds: -769 to 562 | Recommendation: Visiting
Match: GSW2018 vs BOS2018 | Win Prob: 0.5486293 vs 0.45137072 | Odds: -714 to 531 | Recommendation: Visiting
Match: ATL2018 vs WAS2018 | Win Prob: 0.3849254 vs 0.6150746 | Odds: 142 to -161 | Recommendation: Home
Match: MIA2018 vs CHO2018 | Win Prob: 0.5016222 vs 0.49837777 | Odds: -172 to 150 | Recommendation: Visiting
Match: IND2018 vs ORL2018 | Win Prob: 0.63525105 vs 0.3647489 | Odds: -263 to 224 | Recommendation: Visiting
Match: DET2018 vs OKC2018 | Win Prob: 0.43314984 vs 0.5668501 | Odds: 142 to -164 | Recommendation: Home
Match: PHO2018 vs NYK2018 | Win Prob: 0.4346083 vs 0.56539166 | Odds: -101 to -114 | Recommendation: Home
Match: DAL2018 vs POR2018 | Win Prob: 0.43069273 vs 0.5693073 | Odds: 100 to -115 | Recommendation: Home
Match: SAS2018 vs PHI2018 | Win Prob: 0.49257272 vs 0.5074273 | Odds: -167 to 146 | Recommendation: Visiting
Match: CHI2018 vs LAL2018 | Win Prob: 0.40744558 vs 0.59255445 | Odds: -175 to 152 | Recommendation: Visiting
Match: MEM2018 vs LAC2018 | Win Prob: 0.39026025 vs 0.6097397 | Odds: 159 to -182 | Recommendation: Home
Match: MIL2018 vs BRK2018 | Win Prob: 0.5420143 vs 0.4579857 | Odds: -256 to 218 | Recommendation: Visiting
Match: NOP2018 vs HOU2018 | Win Prob: 0.37998864 vs 0.6200114 | Odds: 162 to -185 | Recommendation: Home
Match: CLE2018 vs IND2018 | Win Prob: 0.4604386 vs 0.53956145 | Odds: -270 to 227 | Recommendation: Visiting
Match: CHO2018 vs ATL2018 | Win Prob: 0.6306283 vs 0.36937177 | Odds: -286 to 243 | Recommendation: Visiting
Match: GSW2018 vs MIN2018 | Win Prob: 0.5316801 vs 0.4683199 | Odds: -833 to 637 | Recommendation: Visiting
Match: DEN2018 vs NYK2018 | Win Prob: 0.6165124 vs 0.38348758 | Odds: -278 to 231 | Recommendation: Visiting
Match: OKC2018 vs WAS2018 | Win Prob: 0.57312214 vs 0.4268779 | Odds: -213 to 181 | Recommendation: Visiting
Match: MIA2018 vs SAC2018 | Win Prob: 0.66087127 vs 0.33912876 | Odds: -455 to 371 | Recommendation: Visiting
Match: LAC2018 vs BOS2018 | Win Prob: 0.4247427 vs 0.5752573 | Odds: -159 to 140 | Recommendation: Visiting
Match: POR2018 vs MIN2018 | Win Prob: 0.49197012 vs 0.5080299 | Odds: -154 to 136 | Recommendation: Visiting
Match: DAL2018 vs HOU2018 | Win Prob: 0.34075433 vs 0.65924567 | Odds: 234 to -278 | Recommendation: Home
Match: MEM2018 vs SAS2018 | Win Prob: 0.30865327 vs 0.6913467 | Odds: 102 to -119 | Recommendation: Home
Match: CHO2018 vs NOP2018 | Win Prob: 0.49566355 vs 0.5043365 | Odds: -132 to 114 | Recommendation: Visiting
Match: DET2018 vs UTA2018 | Win Prob: 0.43185502 vs 0.568145 | Odds: -137 to 119 | Recommendation: Visiting
Match: IND2018 vs PHO2018 | Win Prob: 0.67553985 vs 0.32446015 | Odds: -270 to 231 | Recommendation: Visiting
Match: PHI2018 vs CHI2018 | Win Prob: 0.6923837 vs 0.30761632 | Odds: -233 to 198 | Recommendation: Visiting
Match: GSW2018 vs NYK2018 | Win Prob: 0.65824413 vs 0.3417558 | Odds: -2000 to 1157 | Recommendation: Visiting
Match: LAL2018 vs BOS2018 | Win Prob: 0.41334128 vs 0.58665866 | Odds: 179 to -213 | Recommendation: Home
Match: OKC2018 vs BRK2018 | Win Prob: 0.6344479 vs 0.3655521 | Odds: -556 to 430 | Recommendation: Visiting
Match: SAS2018 vs CLE2018 | Win Prob: 0.55119926 vs 0.4488007 | Odds: 120 to -137 | Recommendation: Home
Match: ORL2018 vs SAC2018 | Win Prob: 0.5512499 vs 0.44875008 | Odds: -312 to 260 | Recommendation: Visiting
Match: LAC2018 vs MIN2018 | Win Prob: 0.40815988 vs 0.5918401 | Odds: -128 to 112 | Recommendation: Visiting
Match: DEN2018 vs POR2018 | Win Prob: 0.49457628 vs 0.50542367 | Odds: -154 to 135 | Recommendation: Visiting
Match: DAL2018 vs WAS2018 | Win Prob: 0.47832045 vs 0.5216795 | Odds: 112 to -130 | Recommendation: Home
Match: HOU2018 vs MIA2018 | Win Prob: 0.622566 vs 0.377434 | Odds: -667 to 507 | Recommendation: Visiting
Match: MEM2018 vs PHI2018 | Win Prob: 0.30234957 vs 0.6976504 | Odds: 131 to -152 | Recommendation: Home
Match: MIL2018 vs PHO2018 | Win Prob: 0.61751086 vs 0.38248917 | Odds: -217 to 186 | Recommendation: Visiting
Match: NOP2018 vs CHI2018 | Win Prob: 0.6574923 vs 0.34250775 | Odds: -270 to 229 | Recommendation: Visiting
Match: ATL2018 vs UTA2018 | Win Prob: 0.3167885 vs 0.68321157 | Odds: 127 to -145 | Recommendation: Home
Match: CHO2018 vs SAC2018 | Win Prob: 0.6594155 vs 0.34058458 | Odds: -625 to 474 | Recommendation: Visiting
Match: SAS2018 vs IND2018 | Win Prob: 0.5117329 vs 0.4882671 | Odds: -238 to 200 | Recommendation: Visiting
Match: DET2018 vs BRK2018 | Win Prob: 0.5701186 vs 0.42988136 | Odds: -238 to 204 | Recommendation: Visiting
Match: LAL2018 vs NYK2018 | Win Prob: 0.5275162 vs 0.47248387 | Odds: 110 to -127 | Recommendation: Home
Match: BOS2018 vs ORL2018 | Win Prob: 0.6329471 vs 0.36705294 | Odds: -667 to 490 | Recommendation: Visiting
Match: POR2018 vs DAL2018 | Win Prob: 0.5693073 vs 0.43069273 | Odds: -213 to 181 | Recommendation: Visiting
Match: UTA2018 vs LAC2018 | Win Prob: 0.6099444 vs 0.39005557 | Odds: -141 to 123 | Recommendation: Visiting
Match: HOU2018 vs GSW2018 | Win Prob: 0.5552476 vs 0.44475245 | Odds: 127 to -145 | Recommendation: Home
Match: PHI2018 vs MIL2018 | Win Prob: 0.58200383 vs 0.4179962 | Odds: -303 to 257 | Recommendation: Visiting
Match: CHO2018 vs MIA2018 | Win Prob: 0.49837777 vs 0.5016222 | Odds: -278 to 237 | Recommendation: Visiting
Match: NOP2018 vs MEM2018 | Win Prob: 0.6630657 vs 0.33693436 | Odds: -417 to 338 | Recommendation: Visiting
Match: ATL2018 vs CHI2018 | Win Prob: 0.52494913 vs 0.47505084 | Odds: -128 to 112 | Recommendation: Visiting
Match: CLE2018 vs OKC2018 | Win Prob: 0.42871004 vs 0.5712899 | Odds: -147 to 127 | Recommendation: Visiting
Match: LAL2018 vs IND2018 | Win Prob: 0.41093537 vs 0.58906466 | Odds: 112 to -128 | Recommendation: Home
Match: UTA2018 vs NYK2018 | Win Prob: 0.6465915 vs 0.35340846 | Odds: -222 to 191 | Recommendation: Visiting
Match: DEN2018 vs PHO2018 | Win Prob: 0.6765244 vs 0.32347563 | Odds: -435 to 359 | Recommendation: Visiting
Match: DET2018 vs WAS2018 | Win Prob: 0.50639707 vs 0.493603 | Odds: -111 to -104 | Recommendation: Home
Match: MEM2018 vs SAC2018 | Win Prob: 0.5002627 vs 0.49973735 | Odds: -244 to 211 | Recommendation: Visiting
Match: BRK2018 vs MIA2018 | Win Prob: 0.4183736 vs 0.5816264 | Odds: 135 to -154 | Recommendation: Home
Match: POR2018 vs IND2018 | Win Prob: 0.50654733 vs 0.49345264 | Odds: -189 to 164 | Recommendation: Visiting
Match: HOU2018 vs MIN2018 | Win Prob: 0.5863233 vs 0.4136767 | Odds: -200 to 174 | Recommendation: Visiting
Match: BOS2018 vs PHI2018 | Win Prob: 0.47836798 vs 0.52163196 | Odds: -147 to 129 | Recommendation: Visiting
Match: CLE2018 vs ORL2018 | Win Prob: 0.59778255 vs 0.4022175 | Odds: -769 to 583 | Recommendation: Visiting
Match: LAC2018 vs DEN2018 | Win Prob: 0.42122185 vs 0.57877815 | Odds: -175 to 152 | Recommendation: Visiting
Match: SAC2018 vs UTA2018 | Win Prob: 0.29021347 vs 0.7097866 | Odds: 152 to -175 | Recommendation: Home
Match: CHI2018 vs GSW2018 | Win Prob: 0.28499073 vs 0.71500933 | Odds: 309 to -385 | Recommendation: Home
Match: MEM2018 vs NYK2018 | Win Prob: 0.42819807 vs 0.5718019 | Odds: 119 to -137 | Recommendation: Home
Match: MIL2018 vs MIA2018 | Win Prob: 0.459837 vs 0.5401631 | Odds: -185 to 163 | Recommendation: Visiting
Match: OKC2018 vs LAL2018 | Win Prob: 0.6197857 vs 0.38021427 | Odds: -500 to 384 | Recommendation: Visiting
Match: ATL2018 vs NOP2018 | Win Prob: 0.3653404 vs 0.6346596 | Odds: 120 to -137 | Recommendation: Home
Match: BRK2018 vs SAS2018 | Win Prob: 0.38467595 vs 0.6153241 | Odds: 168 to -196 | Recommendation: Home
Match: CHO2018 vs WAS2018 | Win Prob: 0.51654875 vs 0.48345134 | Odds: -127 to 110 | Recommendation: Visiting
Match: POR2018 vs PHO2018 | Win Prob: 0.6812539 vs 0.3187461 | Odds: -625 to 475 | Recommendation: Visiting
Match: DEN2018 vs DAL2018 | Win Prob: 0.5639798 vs 0.4360202 | Odds: -244 to 208 | Recommendation: Visiting
Match: BOS2018 vs NOP2018 | Win Prob: 0.51813364 vs 0.4818664 | Odds: -222 to 190 | Recommendation: Visiting
Match: ORL2018 vs MIN2018 | Win Prob: 0.35134685 vs 0.6486532 | Odds: 311 to -385 | Recommendation: Home
Match: LAC2018 vs HOU2018 | Win Prob: 0.3273128 vs 0.67268723 | Odds: 170 to -196 | Recommendation: Home
Match: UTA2018 vs IND2018 | Win Prob: 0.53340375 vs 0.46659628 | Odds: -196 to 174 | Recommendation: Visiting
Match: CLE2018 vs GSW2018 | Win Prob: 0.4148914 vs 0.5851086 | Odds: 200 to -238 | Recommendation: Home
Match: OKC2018 vs SAC2018 | Win Prob: 0.70869863 vs 0.29130134 | Odds: -909 to 657 | Recommendation: Visiting
Match: MEM2018 vs LAL2018 | Win Prob: 0.40146068 vs 0.59853935 | Odds: -164 to 145 | Recommendation: Visiting
Match: CHI2018 vs MIA2018 | Win Prob: 0.34495693 vs 0.65504307 | Odds: -118 to 102 | Recommendation: Visiting
Match: ATL2018 vs SAS2018 | Win Prob: 0.3358828 vs 0.66411716 | Odds: 194 to -222 | Recommendation: Home
Match: BRK2018 vs NYK2018 | Win Prob: 0.51186484 vs 0.48813513 | Odds: -161 to 141 | Recommendation: Visiting
Match: WAS2018 vs MIL2018 | Win Prob: 0.5220584 vs 0.47794154 | Odds: -213 to 183 | Recommendation: Visiting
Match: DET2018 vs CHO2018 | Win Prob: 0.48984405 vs 0.510156 | Odds: -143 to 124 | Recommendation: Visiting
Match: MIN2018 vs POR2018 | Win Prob: 0.5080299 vs 0.49197012 | Odds: -250 to 211 | Recommendation: Visiting
Match: PHO2018 vs IND2018 | Win Prob: 0.32446015 vs 0.67553985 | Odds: 139 to -159 | Recommendation: Home
Match: NYK2018 vs NOP2018 | Win Prob: 0.40425202 vs 0.59574795 | Odds: 116 to -133 | Recommendation: Home
Match: MIA2018 vs MIL2018 | Win Prob: 0.5401631 vs 0.459837 | Odds: -125 to 108 | Recommendation: Visiting
Match: SAS2018 vs DEN2018 | Win Prob: 0.5106096 vs 0.48939034 | Odds: -312 to 259 | Recommendation: Visiting
Match: CHI2018 vs DET2018 | Win Prob: 0.35568023 vs 0.6443198 | Odds: 100 to -115 | Recommendation: Home
Match: WAS2018 vs BRK2018 | Win Prob: 0.5638361 vs 0.4361639 | Odds: -476 to 374 | Recommendation: Visiting
Match: CHO2018 vs OKC2018 | Win Prob: 0.4431514 vs 0.5568485 | Odds: 112 to -128 | Recommendation: Home
Match: LAC2018 vs SAC2018 | Win Prob: 0.6099897 vs 0.39001027 | Odds: -278 to 237 | Recommendation: Visiting
Match: DAL2018 vs LAL2018 | Win Prob: 0.5267907 vs 0.47320932 | Odds: -185 to 162 | Recommendation: Visiting
Match: PHO2018 vs HOU2018 | Win Prob: 0.2422379 vs 0.75776213 | Odds: 240 to -286 | Recommendation: Home
Match: DEN2018 vs MEM2018 | Win Prob: 0.68221676 vs 0.3177832 | Odds: -263 to 225 | Recommendation: Visiting
Match: MIL2018 vs GSW2018 | Win Prob: 0.3918466 vs 0.60815334 | Odds: 168 to -196 | Recommendation: Home
Match: MIN2018 vs NYK2018 | Win Prob: 0.62915397 vs 0.370846 | Odds: -417 to 340 | Recommendation: Visiting
Match: NOP2018 vs POR2018 | Win Prob: 0.47285482 vs 0.5271452 | Odds: -167 to 145 | Recommendation: Visiting
Match: ATL2018 vs BRK2018 | Win Prob: 0.44721034 vs 0.5527896 | Odds: -154 to 134 | Recommendation: Visiting
Match: CHO2018 vs UTA2018 | Win Prob: 0.44185 vs 0.55815 | Odds: -185 to 162 | Recommendation: Visiting
Match: IND2018 vs CLE2018 | Win Prob: 0.53956145 vs 0.4604386 | Odds: 104 to -122 | Recommendation: Home
Match: WAS2018 vs ORL2018 | Win Prob: 0.59598154 vs 0.40401843 | Odds: -667 to 509 | Recommendation: Visiting
Match: LAL2018 vs SAS2018 | Win Prob: 0.39962202 vs 0.600378 | Odds: 117 to -135 | Recommendation: Home
Match: SAC2018 vs LAC2018 | Win Prob: 0.39001027 vs 0.6099897 | Odds: 147 to -169 | Recommendation: Home
Match: PHI2018 vs BOS2018 | Win Prob: 0.52163196 vs 0.47836798 | Odds: 110 to -128 | Recommendation: Home
Match: GSW2018 vs LAC2018 | Win Prob: 0.62209916 vs 0.37790078 | Odds: -909 to 633 | Recommendation: Visiting
Match: DEN2018 vs ATL2018 | Win Prob: 0.65458417 vs 0.3454158 | Odds: -455 to 358 | Recommendation: Visiting
Match: HOU2018 vs POR2018 | Win Prob: 0.5940923 vs 0.40590766 | Odds: -286 to 243 | Recommendation: Visiting
Match: MEM2018 vs NOP2018 | Win Prob: 0.33693436 vs 0.6630657 | Odds: -110 to -105 | Recommendation: Home
Match: MIL2018 vs ORL2018 | Win Prob: 0.57455444 vs 0.4254455 | Odds: -625 to 467 | Recommendation: Visiting
Match: MIN2018 vs OKC2018 | Win Prob: 0.48245078 vs 0.51754916 | Odds: -189 to 164 | Recommendation: Visiting
Match: BRK2018 vs DET2018 | Win Prob: 0.42988136 vs 0.5701186 | Odds: 114 to -130 | Recommendation: Home
Match: NYK2018 vs CHI2018 | Win Prob: 0.5657077 vs 0.43429235 | Odds: -200 to 174 | Recommendation: Visiting
Match: CHO2018 vs DAL2018 | Win Prob: 0.5381735 vs 0.46182656 | Odds: -278 to 231 | Recommendation: Visiting
Match: IND2018 vs MIA2018 | Win Prob: 0.52332157 vs 0.47667837 | Odds: -192 to 167 | Recommendation: Visiting
Match: WAS2018 vs UTA2018 | Win Prob: 0.42558774 vs 0.5744123 | Odds: -345 to 287 | Recommendation: Visiting
Match: LAL2018 vs SAC2018 | Win Prob: 0.5987918 vs 0.40120825 | Odds: -357 to 293 | Recommendation: Visiting
Match: DAL2018 vs ORL2018 | Win Prob: 0.57492566 vs 0.42507437 | Odds: -294 to 245 | Recommendation: Visiting
Match: OKC2018 vs POR2018 | Win Prob: 0.5255647 vs 0.47443536 | Odds: -357 to 291 | Recommendation: Visiting
Match: GSW2018 vs DEN2018 | Win Prob: 0.54505455 vs 0.4549455 | Odds: -588 to 455 | Recommendation: Visiting
Match: LAC2018 vs ATL2018 | Win Prob: 0.5796877 vs 0.42031226 | Odds: -182 to 159 | Recommendation: Visiting
