Match: CLE2018 vs GSW2018 | Win Prob: 0.41488928 vs 0.5851107 | Odds: 127 to -147 | Recommendation: Home
Match: ATL2018 vs DET2018 | Win Prob: 0.37887526 vs 0.62112474 | Odds: 144 to -167 | Recommendation: Home
Match: BOS2018 vs CLE2018 | Win Prob: 0.53706574 vs 0.46293432 | Odds: -192 to 166 | Recommendation: Visiting
Match: PHO2018 vs DEN2018 | Win Prob: 0.32344618 vs 0.67655385 | Odds: 257 to -303 | Recommendation: Home
Match: DAL2018 vs LAL2018 | Win Prob: 0.5267959 vs 0.4732041 | Odds: -152 to 133 | Recommendation: Visiting
Match: GSW2018 vs SAS2018 | Win Prob: 0.53452784 vs 0.4654722 | Odds: -667 to 498 | Recommendation: Visiting
Match: CHI2018 vs WAS2018 | Win Prob: 0.36158624 vs 0.6384138 | Odds: 183 to -213 | Recommendation: Home
Match: ORL2018 vs MIL2018 | Win Prob: 0.42545775 vs 0.5745423 | Odds: 175 to -204 | Recommendation: Home
Match: PHI2018 vs LAC2018 | Win Prob: 0.5962681 vs 0.4037319 | Odds: -192 to 167 | Recommendation: Visiting
Match: BRK2018 vs NOP2018 | Win Prob: 0.41574234 vs 0.58425766 | Odds: 117 to -135 | Recommendation: Home
Match: SAC2018 vs POR2018 | Win Prob: 0.3128938 vs 0.6871062 | Odds: 174 to -204 | Recommendation: Home
Match: CHI2018 vs MIN2018 | Win Prob: 0.31157205 vs 0.6884279 | Odds: 260 to -312 | Recommendation: Home
Match: UTA2018 vs CHO2018 | Win Prob: 0.5581453 vs 0.44185472 | Odds: -244 to 206 | Recommendation: Visiting
Match: HOU2018 vs DEN2018 | Win Prob: 0.5993027 vs 0.40069732 | Odds: -400 to 329 | Recommendation: Visiting
Match: MIA2018 vs MIL2018 | Win Prob: 0.54017144 vs 0.45982856 | Odds: -119 to 104 | Recommendation: Visiting
Match: ATL2018 vs CLE2018 | Win Prob: 0.38311055 vs 0.6168895 | Odds: 112 to -128 | Recommendation: Home
Match: BOS2018 vs IND2018 | Win Prob: 0.49750823 vs 0.5024918 | Odds: -172 to 150 | Recommendation: Visiting
Match: DET2018 vs LAC2018 | Win Prob: 0.5430763 vs 0.45692372 | Odds: -156 to 137 | Recommendation: Visiting
Match: PHI2018 vs NOP2018 | Win Prob: 0.5397026 vs 0.46029747 | Odds: -233 to 200 | Recommendation: Visiting
Match: LAL2018 vs OKC2018 | Win Prob: 0.3802107 vs 0.6197893 | Odds: -118 to 102 | Recommendation: Visiting
Match: GSW2018 vs DAL2018 | Win Prob: 0.6078099 vs 0.39219016 | Odds: -1429 to 874 | Recommendation: Visiting
Match: POR2018 vs CHO2018 | Win Prob: 0.5314594 vs 0.46854058 | Odds: -154 to 134 | Recommendation: Visiting
Match: WAS2018 vs BOS2018 | Win Prob: 0.46106687 vs 0.5389331 | Odds: 112 to -128 | Recommendation: Home
Match: ORL2018 vs ATL2018 | Win Prob: 0.5200183 vs 0.47998172 | Odds: 108 to -125 | Recommendation: Home
Match: PHO2018 vs SAS2018 | Win Prob: 0.3142323 vs 0.6857677 | Odds: 483 to -625 | Recommendation: Home
Match: CLE2018 vs MIN2018 | Win Prob: 0.44601604 vs 0.55398405 | Odds: 137 to -156 | Recommendation: Home
Match: MEM2018 vs UTA2018 | Win Prob: 0.29045382 vs 0.70954615 | Odds: 225 to -263 | Recommendation: Home
Match: MIA2018 vs HOU2018 | Win Prob: 0.37744653 vs 0.6225535 | Odds: 165 to -192 | Recommendation: Home
Match: DET2018 vs BRK2018 | Win Prob: 0.57008934 vs 0.42991066 | Odds: -476 to 380 | Recommendation: Visiting
Match: GSW2018 vs OKC2018 | Win Prob: 0.5141831 vs 0.48581687 | Odds: -556 to 430 | Recommendation: Visiting
Match: LAL2018 vs PHO2018 | Win Prob: 0.5922649 vs 0.4077351 | Odds: -345 to 286 | Recommendation: Visiting
Match: PHI2018 vs WAS2018 | Win Prob: 0.5603734 vs 0.4396266 | Odds: -263 to 224 | Recommendation: Visiting
Match: ATL2018 vs MEM2018 | Win Prob: 0.5310763 vs 0.46892372 | Odds: -149 to 131 | Recommendation: Visiting
Match: BRK2018 vs HOU2018 | Win Prob: 0.30367714 vs 0.6963228 | Odds: 519 to -667 | Recommendation: Home
Match: NYK2018 vs MIL2018 | Win Prob: 0.4462185 vs 0.5537815 | Odds: -119 to 102 | Recommendation: Visiting
Match: ORL2018 vs CLE2018 | Win Prob: 0.40221357 vs 0.5977864 | Odds: 246 to -294 | Recommendation: Home
Match: LAC2018 vs DAL2018 | Win Prob: 0.4848924 vs 0.51510763 | Odds: -256 to 216 | Recommendation: Visiting
Match: SAC2018 vs CHI2018 | Win Prob: 0.4935226 vs 0.50647736 | Odds: -130 to 112 | Recommendation: Visiting
Match: DEN2018 vs CHO2018 | Win Prob: 0.52605635 vs 0.47394368 | Odds: -175 to 152 | Recommendation: Visiting
Match: NOP2018 vs UTA2018 | Win Prob: 0.44612753 vs 0.55387247 | Odds: -108 to -106 | Recommendation: Home
Match: MIA2018 vs ORL2018 | Win Prob: 0.61335593 vs 0.38664404 | Odds: -400 to 320 | Recommendation: Visiting
Match: DET2018 vs POR2018 | Win Prob: 0.45840725 vs 0.5415928 | Odds: -137 to 119 | Recommendation: Visiting
Match: IND2018 vs WAS2018 | Win Prob: 0.54140884 vs 0.4585912 | Odds: 129 to -149 | Recommendation: Home
Match: PHO2018 vs CHO2018 | Win Prob: 0.3466812 vs 0.65331876 | Odds: 218 to -256 | Recommendation: Home
Match: OKC2018 vs LAL2018 | Win Prob: 0.6197893 vs 0.3802107 | Odds: -500 to 390 | Recommendation: Visiting
Match: BOS2018 vs POR2018 | Win Prob: 0.49095607 vs 0.50904393 | Odds: 106 to -125 | Recommendation: Home
Match: BRK2018 vs MIL2018 | Win Prob: 0.45799556 vs 0.54200447 | Odds: 165 to -192 | Recommendation: Home
Match: NYK2018 vs ATL2018 | Win Prob: 0.54104805 vs 0.45895195 | Odds: -227 to 196 | Recommendation: Visiting
Match: SAC2018 vs DAL2018 | Win Prob: 0.37576005 vs 0.62424 | Odds: 159 to -182 | Recommendation: Home
Match: DEN2018 vs GSW2018 | Win Prob: 0.454933 vs 0.54506695 | Odds: 177 to -208 | Recommendation: Home
Match: MIN2018 vs NOP2018 | Win Prob: 0.53513235 vs 0.4648676 | Odds: -370 to 301 | Recommendation: Visiting
Match: SAS2018 vs UTA2018 | Win Prob: 0.47829086 vs 0.5217091 | Odds: -263 to 224 | Recommendation: Visiting
Match: CLE2018 vs HOU2018 | Win Prob: 0.36225474 vs 0.6377453 | Odds: 142 to -161 | Recommendation: Home
Match: DET2018 vs MIA2018 | Win Prob: 0.4881942 vs 0.51180583 | Odds: -182 to 160 | Recommendation: Visiting
Match: IND2018 vs PHI2018 | Win Prob: 0.48084384 vs 0.51915616 | Odds: -115 to 100 | Recommendation: Visiting
Match: ORL2018 vs WAS2018 | Win Prob: 0.4040213 vs 0.5959787 | Odds: 158 to -182 | Recommendation: Home
Match: LAC2018 vs CHI2018 | Win Prob: 0.6037762 vs 0.3962238 | Odds: -370 to 299 | Recommendation: Visiting
Match: SAC2018 vs GSW2018 | Win Prob: 0.27975053 vs 0.7202495 | Odds: 844 to -1250 | Recommendation: Home
Match: OKC2018 vs NOP2018 | Win Prob: 0.5525606 vs 0.44743934 | Odds: -250 to 211 | Recommendation: Visiting
Match: PHO2018 vs UTA2018 | Win Prob: 0.29581693 vs 0.70418304 | Odds: 204 to -238 | Recommendation: Home
Match: MIL2018 vs NYK2018 | Win Prob: 0.5537815 vs 0.4462185 | Odds: -189 to 164 | Recommendation: Visiting
Match: PHI2018 vs MIA2018 | Win Prob: 0.5423915 vs 0.45760846 | Odds: -175 to 152 | Recommendation: Visiting
Match: BOS2018 vs ATL2018 | Win Prob: 0.6513325 vs 0.34866747 | Odds: -286 to 243 | Recommendation: Visiting
Match: BRK2018 vs LAL2018 | Win Prob: 0.48434395 vs 0.51565605 | Odds: -115 to 100 | Recommendation: Visiting
Match: CHO2018 vs IND2018 | Win Prob: 0.47507277 vs 0.5249272 | Odds: -159 to 141 | Recommendation: Visiting
Match: DEN2018 vs OKC2018 | Win Prob: 0.46903694 vs 0.530963 | Odds: 106 to -122 | Recommendation: Home
Match: MIN2018 vs MIL2018 | Win Prob: 0.5775254 vs 0.42247456 | Odds: -250 to 210 | Recommendation: Visiting
Match: SAS2018 vs HOU2018 | Win Prob: 0.4109273 vs 0.5890727 | Odds: 118 to -135 | Recommendation: Home
Match: DET2018 vs MEM2018 | Win Prob: 0.6499434 vs 0.3500566 | Odds: -385 to 320 | Recommendation: Visiting
Match: PHO2018 vs DAL2018 | Win Prob: 0.3821051 vs 0.6178949 | Odds: 125 to -143 | Recommendation: Home
Match: POR2018 vs CHI2018 | Win Prob: 0.6815087 vs 0.31849122 | Odds: -357 to 298 | Recommendation: Visiting
Match: BOS2018 vs NYK2018 | Win Prob: 0.6130946 vs 0.38690537 | Odds: -222 to 193 | Recommendation: Visiting
Match: ATL2018 vs CHO2018 | Win Prob: 0.36933348 vs 0.6306665 | Odds: 125 to -143 | Recommendation: Home
Match: BRK2018 vs PHI2018 | Win Prob: 0.3776766 vs 0.62232345 | Odds: 265 to -323 | Recommendation: Home
Match: CLE2018 vs MIA2018 | Win Prob: 0.4837081 vs 0.5162919 | Odds: -139 to 121 | Recommendation: Visiting
Match: IND2018 vs MEM2018 | Win Prob: 0.6812092 vs 0.3187908 | Odds: -370 to 308 | Recommendation: Visiting
Match: ORL2018 vs LAL2018 | Win Prob: 0.4514935 vs 0.54850644 | Odds: 131 to -152 | Recommendation: Home
Match: LAC2018 vs POR2018 | Win Prob: 0.41593346 vs 0.5840666 | Odds: 123 to -141 | Recommendation: Home
Match: UTA2018 vs GSW2018 | Win Prob: 0.48714274 vs 0.51285726 | Odds: 297 to -357 | Recommendation: Home
Match: SAS2018 vs DEN2018 | Win Prob: 0.5106052 vs 0.4893948 | Odds: -278 to 236 | Recommendation: Visiting
Match: DET2018 vs CLE2018 | Win Prob: 0.50448954 vs 0.49551046 | Odds: 229 to -270 | Recommendation: Home
Match: HOU2018 vs ORL2018 | Win Prob: 0.7234904 vs 0.27650964 | Odds: -1000 to 708 | Recommendation: Visiting
Match: NOP2018 vs SAC2018 | Win Prob: 0.66327643 vs 0.3367236 | Odds: -417 to 343 | Recommendation: Visiting
Match: NYK2018 vs BRK2018 | Win Prob: 0.48811555 vs 0.51188445 | Odds: -227 to 196 | Recommendation: Visiting
Match: WAS2018 vs OKC2018 | Win Prob: 0.42688918 vs 0.5731108 | Odds: 140 to -161 | Recommendation: Home
Match: DEN2018 vs BOS2018 | Win Prob: 0.5036238 vs 0.49637622 | Odds: -123 to 108 | Recommendation: Visiting
Match: DAL2018 vs MIA2018 | Win Prob: 0.4602052 vs 0.53979474 | Odds: 114 to -130 | Recommendation: Home
Match: MEM2018 vs PHO2018 | Win Prob: 0.4935295 vs 0.50647044 | Odds: -370 to 308 | Recommendation: Visiting
Match: MIL2018 vs PHI2018 | Win Prob: 0.41799563 vs 0.58200437 | Odds: -263 to 225 | Recommendation: Visiting
Match: ATL2018 vs MIN2018 | Win Prob: 0.33333334 vs 0.6666667 | Odds: 229 to -270 | Recommendation: Home
Match: IND2018 vs CHO2018 | Win Prob: 0.5249272 vs 0.47507277 | Odds: -127 to 110 | Recommendation: Visiting
Match: SAS2018 vs SAC2018 | Win Prob: 0.69154835 vs 0.30845165 | Odds: -769 to 577 | Recommendation: Visiting
Match: CLE2018 vs DET2018 | Win Prob: 0.49551046 vs 0.50448954 | Odds: -333 to 280 | Recommendation: Visiting
Match: OKC2018 vs PHI2018 | Win Prob: 0.51296633 vs 0.4870337 | Odds: -156 to 137 | Recommendation: Visiting
Match: NOP2018 vs LAC2018 | Win Prob: 0.5574438 vs 0.4425562 | Odds: -128 to 112 | Recommendation: Visiting
Match: CHI2018 vs MIL2018 | Win Prob: 0.38221508 vs 0.6177849 | Odds: 118 to -135 | Recommendation: Home
Match: HOU2018 vs PHO2018 | Win Prob: 0.75777876 vs 0.24222128 | Odds: -1667 to 966 | Recommendation: Visiting
Match: DEN2018 vs DAL2018 | Win Prob: 0.5639864 vs 0.4360136 | Odds: -345 to 286 | Recommendation: Visiting
Match: MIN2018 vs BRK2018 | Win Prob: 0.6179929 vs 0.38200706 | Odds: -769 to 562 | Recommendation: Visiting
Match: GSW2018 vs BOS2018 | Win Prob: 0.54865897 vs 0.45134097 | Odds: -714 to 531 | Recommendation: Visiting
Match: ATL2018 vs WAS2018 | Win Prob: 0.3848877 vs 0.6151123 | Odds: 142 to -161 | Recommendation: Home
Match: MIA2018 vs CHO2018 | Win Prob: 0.50161994 vs 0.4983801 | Odds: -172 to 150 | Recommendation: Visiting
Match: IND2018 vs ORL2018 | Win Prob: 0.6352376 vs 0.3647624 | Odds: -263 to 224 | Recommendation: Visiting
Match: DET2018 vs OKC2018 | Win Prob: 0.43313223 vs 0.56686777 | Odds: 142 to -164 | Recommendation: Home
Match: PHO2018 vs NYK2018 | Win Prob: 0.4345908 vs 0.5654092 | Odds: -101 to -114 | Recommendation: Home
Match: DAL2018 vs POR2018 | Win Prob: 0.43068892 vs 0.5693111 | Odds: 100 to -115 | Recommendation: Home
Match: SAS2018 vs PHI2018 | Win Prob: 0.49257386 vs 0.50742614 | Odds: -167 to 146 | Recommendation: Visiting
Match: CHI2018 vs LAL2018 | Win Prob: 0.40748143 vs 0.59251857 | Odds: -175 to 152 | Recommendation: Visiting
Match: MEM2018 vs LAC2018 | Win Prob: 0.39029863 vs 0.6097014 | Odds: 159 to -182 | Recommendation: Home
Match: MIL2018 vs BRK2018 | Win Prob: 0.54200447 vs 0.45799556 | Odds: -256 to 218 | Recommendation: Visiting
Match: NOP2018 vs HOU2018 | Win Prob: 0.37999442 vs 0.62000555 | Odds: 162 to -185 | Recommendation: Home
Match: CLE2018 vs IND2018 | Win Prob: 0.4604571 vs 0.53954285 | Odds: -270 to 227 | Recommendation: Visiting
Match: CHO2018 vs ATL2018 | Win Prob: 0.6306665 vs 0.36933348 | Odds: -286 to 243 | Recommendation: Visiting
Match: GSW2018 vs MIN2018 | Win Prob: 0.5317095 vs 0.46829048 | Odds: -833 to 637 | Recommendation: Visiting
Match: DEN2018 vs NYK2018 | Win Prob: 0.6165274 vs 0.38347262 | Odds: -278 to 231 | Recommendation: Visiting
Match: OKC2018 vs WAS2018 | Win Prob: 0.5731108 vs 0.42688918 | Odds: -213 to 181 | Recommendation: Visiting
Match: MIA2018 vs SAC2018 | Win Prob: 0.6608536 vs 0.33914638 | Odds: -455 to 371 | Recommendation: Visiting
Match: LAC2018 vs BOS2018 | Win Prob: 0.42474848 vs 0.57525146 | Odds: -159 to 140 | Recommendation: Visiting
Match: POR2018 vs MIN2018 | Win Prob: 0.49198422 vs 0.50801575 | Odds: -154 to 136 | Recommendation: Visiting
Match: DAL2018 vs HOU2018 | Win Prob: 0.34075823 vs 0.6592418 | Odds: 234 to -278 | Recommendation: Home
Match: MEM2018 vs SAS2018 | Win Prob: 0.30868167 vs 0.69131833 | Odds: 102 to -119 | Recommendation: Home
Match: CHO2018 vs NOP2018 | Win Prob: 0.49567297 vs 0.504327 | Odds: -132 to 114 | Recommendation: Visiting
Match: DET2018 vs UTA2018 | Win Prob: 0.43182957 vs 0.5681704 | Odds: -137 to 119 | Recommendation: Visiting
Match: IND2018 vs PHO2018 | Win Prob: 0.67556214 vs 0.3244379 | Odds: -270 to 231 | Recommendation: Visiting
Match: PHI2018 vs CHI2018 | Win Prob: 0.6923574 vs 0.30764255 | Odds: -233 to 198 | Recommendation: Visiting
Match: GSW2018 vs NYK2018 | Win Prob: 0.65826976 vs 0.34173024 | Odds: -2000 to 1157 | Recommendation: Visiting
Match: LAL2018 vs BOS2018 | Win Prob: 0.41334662 vs 0.5866534 | Odds: 179 to -213 | Recommendation: Home
Match: OKC2018 vs BRK2018 | Win Prob: 0.63443685 vs 0.36556315 | Odds: -556 to 430 | Recommendation: Visiting
Match: SAS2018 vs CLE2018 | Win Prob: 0.55118454 vs 0.4488154 | Odds: 120 to -137 | Recommendation: Home
Match: ORL2018 vs SAC2018 | Win Prob: 0.5512345 vs 0.44876555 | Odds: -312 to 260 | Recommendation: Visiting
Match: LAC2018 vs MIN2018 | Win Prob: 0.40816516 vs 0.5918348 | Odds: -128 to 112 | Recommendation: Visiting
Match: DEN2018 vs POR2018 | Win Prob: 0.49457914 vs 0.50542086 | Odds: -154 to 135 | Recommendation: Visiting
Match: DAL2018 vs WAS2018 | Win Prob: 0.4783104 vs 0.5216896 | Odds: 112 to -130 | Recommendation: Home
Match: HOU2018 vs MIA2018 | Win Prob: 0.6225535 vs 0.37744653 | Odds: -667 to 507 | Recommendation: Visiting
Match: MEM2018 vs PHI2018 | Win Prob: 0.30237862 vs 0.69762135 | Odds: 131 to -152 | Recommendation: Home
Match: MIL2018 vs PHO2018 | Win Prob: 0.6175368 vs 0.3824632 | Odds: -217 to 186 | Recommendation: Visiting
Match: NOP2018 vs CHI2018 | Win Prob: 0.6574652 vs 0.3425348 | Odds: -270 to 229 | Recommendation: Visiting
Match: ATL2018 vs UTA2018 | Win Prob: 0.31675705 vs 0.6832429 | Odds: 127 to -145 | Recommendation: Home
Match: CHO2018 vs SAC2018 | Win Prob: 0.65939987 vs 0.34060013 | Odds: -625 to 474 | Recommendation: Visiting
Match: SAS2018 vs IND2018 | Win Prob: 0.5117367 vs 0.4882633 | Odds: -238 to 200 | Recommendation: Visiting
Match: DET2018 vs BRK2018 | Win Prob: 0.57008934 vs 0.42991066 | Odds: -238 to 204 | Recommendation: Visiting
Match: LAL2018 vs NYK2018 | Win Prob: 0.52752 vs 0.47247997 | Odds: 110 to -127 | Recommendation: Home
Match: BOS2018 vs ORL2018 | Win Prob: 0.632925 vs 0.36707503 | Odds: -667 to 490 | Recommendation: Visiting
Match: POR2018 vs DAL2018 | Win Prob: 0.5693111 vs 0.43068892 | Odds: -213 to 181 | Recommendation: Visiting
Match: UTA2018 vs LAC2018 | Win Prob: 0.6099552 vs 0.39004484 | Odds: -141 to 123 | Recommendation: Visiting
Match: HOU2018 vs GSW2018 | Win Prob: 0.55522424 vs 0.44477573 | Odds: 127 to -145 | Recommendation: Home
Match: PHI2018 vs MIL2018 | Win Prob: 0.58200437 vs 0.41799563 | Odds: -303 to 257 | Recommendation: Visiting
Match: CHO2018 vs MIA2018 | Win Prob: 0.4983801 vs 0.50161994 | Odds: -278 to 237 | Recommendation: Visiting
Match: NOP2018 vs MEM2018 | Win Prob: 0.6630356 vs 0.33696443 | Odds: -417 to 338 | Recommendation: Visiting
Match: ATL2018 vs CHI2018 | Win Prob: 0.5248876 vs 0.47511235 | Odds: -128 to 112 | Recommendation: Visiting
Match: CLE2018 vs OKC2018 | Win Prob: 0.42872825 vs 0.5712717 | Odds: -147 to 127 | Recommendation: Visiting
Match: LAL2018 vs IND2018 | Win Prob: 0.41093177 vs 0.58906823 | Odds: 112 to -128 | Recommendation: Home
Match: UTA2018 vs NYK2018 | Win Prob: 0.64660585 vs 0.35339418 | Odds: -222 to 191 | Recommendation: Visiting
Match: DEN2018 vs PHO2018 | Win Prob: 0.67655385 vs 0.32344618 | Odds: -435 to 359 | Recommendation: Visiting
Match: DET2018 vs WAS2018 | Win Prob: 0.50636756 vs 0.49363244 | Odds: -111 to -104 | Recommendation: Home
Match: MEM2018 vs SAC2018 | Win Prob: 0.50026953 vs 0.49973047 | Odds: -244 to 211 | Recommendation: Visiting
Match: BRK2018 vs MIA2018 | Win Prob: 0.41837505 vs 0.581625 | Odds: 135 to -154 | Recommendation: Home
Match: POR2018 vs IND2018 | Win Prob: 0.50655276 vs 0.49344724 | Odds: -189 to 164 | Recommendation: Visiting
Match: HOU2018 vs MIN2018 | Win Prob: 0.58632904 vs 0.41367093 | Odds: -200 to 174 | Recommendation: Visiting
Match: BOS2018 vs PHI2018 | Win Prob: 0.4783562 vs 0.5216438 | Odds: -147 to 129 | Recommendation: Visiting
Match: CLE2018 vs ORL2018 | Win Prob: 0.5977864 vs 0.40221357 | Odds: -769 to 583 | Recommendation: Visiting
Match: LAC2018 vs DEN2018 | Win Prob: 0.42121062 vs 0.5787893 | Odds: -175 to 152 | Recommendation: Visiting
Match: SAC2018 vs UTA2018 | Win Prob: 0.29023167 vs 0.7097683 | Odds: 152 to -175 | Recommendation: Home
Match: CHI2018 vs GSW2018 | Win Prob: 0.285001 vs 0.714999 | Odds: 309 to -385 | Recommendation: Home
Match: MEM2018 vs NYK2018 | Win Prob: 0.42824182 vs 0.57175815 | Odds: 119 to -137 | Recommendation: Home
Match: MIL2018 vs MIA2018 | Win Prob: 0.45982856 vs 0.54017144 | Odds: -185 to 163 | Recommendation: Visiting
Match: OKC2018 vs LAL2018 | Win Prob: 0.6197893 vs 0.3802107 | Odds: -500 to 384 | Recommendation: Visiting
Match: ATL2018 vs NOP2018 | Win Prob: 0.3653111 vs 0.6346889 | Odds: 120 to -137 | Recommendation: Home
Match: BRK2018 vs SAS2018 | Win Prob: 0.38468373 vs 0.61531633 | Odds: 168 to -196 | Recommendation: Home
Match: CHO2018 vs WAS2018 | Win Prob: 0.51654994 vs 0.48345006 | Odds: -127 to 110 | Recommendation: Visiting
Match: POR2018 vs PHO2018 | Win Prob: 0.68128073 vs 0.31871933 | Odds: -625 to 475 | Recommendation: Visiting
Match: DEN2018 vs DAL2018 | Win Prob: 0.5639864 vs 0.4360136 | Odds: -244 to 208 | Recommendation: Visiting
Match: BOS2018 vs NOP2018 | Win Prob: 0.518121 vs 0.48187894 | Odds: -222 to 190 | Recommendation: Visiting
Match: ORL2018 vs MIN2018 | Win Prob: 0.35136804 vs 0.64863193 | Odds: 311 to -385 | Recommendation: Home
Match: LAC2018 vs HOU2018 | Win Prob: 0.32731238 vs 0.6726876 | Odds: 170 to -196 | Recommendation: Home
Match: UTA2018 vs IND2018 | Win Prob: 0.53341174 vs 0.4665882 | Odds: -196 to 174 | Recommendation: Visiting
Match: CLE2018 vs GSW2018 | Win Prob: 0.41488928 vs 0.5851107 | Odds: 200 to -238 | Recommendation: Home
Match: OKC2018 vs SAC2018 | Win Prob: 0.7086738 vs 0.29132622 | Odds: -909 to 657 | Recommendation: Visiting
Match: MEM2018 vs LAL2018 | Win Prob: 0.40149984 vs 0.59850013 | Odds: -164 to 145 | Recommendation: Visiting
Match: CHI2018 vs MIA2018 | Win Prob: 0.34497765 vs 0.6550224 | Odds: -118 to 102 | Recommendation: Visiting
Match: ATL2018 vs SAS2018 | Win Prob: 0.3358543 vs 0.6641457 | Odds: 194 to -222 | Recommendation: Home
Match: BRK2018 vs NYK2018 | Win Prob: 0.51188445 vs 0.48811555 | Odds: -161 to 141 | Recommendation: Visiting
Match: WAS2018 vs MIL2018 | Win Prob: 0.52206796 vs 0.47793204 | Odds: -213 to 183 | Recommendation: Visiting
Match: DET2018 vs CHO2018 | Win Prob: 0.48981333 vs 0.5101867 | Odds: -143 to 124 | Recommendation: Visiting
Match: MIN2018 vs POR2018 | Win Prob: 0.50801575 vs 0.49198422 | Odds: -250 to 211 | Recommendation: Visiting
Match: PHO2018 vs IND2018 | Win Prob: 0.3244379 vs 0.67556214 | Odds: 139 to -159 | Recommendation: Home
Match: NYK2018 vs NOP2018 | Win Prob: 0.4042414 vs 0.59575856 | Odds: 116 to -133 | Recommendation: Home
Match: MIA2018 vs MIL2018 | Win Prob: 0.54017144 vs 0.45982856 | Odds: -125 to 108 | Recommendation: Visiting
Match: SAS2018 vs DEN2018 | Win Prob: 0.5106052 vs 0.4893948 | Odds: -312 to 259 | Recommendation: Visiting
Match: CHI2018 vs DET2018 | Win Prob: 0.3557273 vs 0.64427274 | Odds: 100 to -115 | Recommendation: Home
Match: WAS2018 vs BRK2018 | Win Prob: 0.56383574 vs 0.43616426 | Odds: -476 to 374 | Recommendation: Visiting
Match: CHO2018 vs OKC2018 | Win Prob: 0.44316402 vs 0.55683595 | Odds: 112 to -128 | Recommendation: Home
Match: LAC2018 vs SAC2018 | Win Prob: 0.60995793 vs 0.3900421 | Odds: -278 to 237 | Recommendation: Visiting
Match: DAL2018 vs LAL2018 | Win Prob: 0.5267959 vs 0.4732041 | Odds: -185 to 162 | Recommendation: Visiting
Match: PHO2018 vs HOU2018 | Win Prob: 0.24222128 vs 0.75777876 | Odds: 240 to -286 | Recommendation: Home
Match: DEN2018 vs MEM2018 | Win Prob: 0.6821918 vs 0.31780824 | Odds: -263 to 225 | Recommendation: Visiting
Match: MIL2018 vs GSW2018 | Win Prob: 0.39182875 vs 0.6081713 | Odds: 168 to -196 | Recommendation: Home
Match: MIN2018 vs NYK2018 | Win Prob: 0.6291529 vs 0.37084705 | Odds: -417 to 340 | Recommendation: Visiting
Match: NOP2018 vs POR2018 | Win Prob: 0.47285286 vs 0.5271472 | Odds: -167 to 145 | Recommendation: Visiting
Match: ATL2018 vs BRK2018 | Win Prob: 0.4471706 vs 0.5528294 | Odds: -154 to 134 | Recommendation: Visiting
Match: CHO2018 vs UTA2018 | Win Prob: 0.44185472 vs 0.5581453 | Odds: -185 to 162 | Recommendation: Visiting
Match: IND2018 vs CLE2018 | Win Prob: 0.53954285 vs 0.4604571 | Odds: 104 to -122 | Recommendation: Home
Match: WAS2018 vs ORL2018 | Win Prob: 0.5959787 vs 0.4040213 | Odds: -667 to 509 | Recommendation: Visiting
Match: LAL2018 vs SAS2018 | Win Prob: 0.39961484 vs 0.6003852 | Odds: 117 to -135 | Recommendation: Home
Match: SAC2018 vs LAC2018 | Win Prob: 0.3900421 vs 0.60995793 | Odds: 147 to -169 | Recommendation: Home
Match: PHI2018 vs BOS2018 | Win Prob: 0.5216438 vs 0.4783562 | Odds: 110 to -128 | Recommendation: Home
Match: GSW2018 vs LAC2018 | Win Prob: 0.6221218 vs 0.37787816 | Odds: -909 to 633 | Recommendation: Visiting
Match: DEN2018 vs ATL2018 | Win Prob: 0.65461713 vs 0.34538284 | Odds: -455 to 358 | Recommendation: Visiting
Match: HOU2018 vs POR2018 | Win Prob: 0.59408444 vs 0.4059156 | Odds: -286 to 243 | Recommendation: Visiting
Match: MEM2018 vs NOP2018 | Win Prob: 0.33696443 vs 0.6630356 | Odds: -110 to -105 | Recommendation: Home
Match: MIL2018 vs ORL2018 | Win Prob: 0.5745423 vs 0.42545775 | Odds: -625 to 467 | Recommendation: Visiting
Match: MIN2018 vs OKC2018 | Win Prob: 0.48244202 vs 0.5175579 | Odds: -189 to 164 | Recommendation: Visiting
Match: BRK2018 vs DET2018 | Win Prob: 0.42991066 vs 0.57008934 | Odds: 114 to -130 | Recommendation: Home
Match: NYK2018 vs CHI2018 | Win Prob: 0.56566733 vs 0.4343327 | Odds: -200 to 174 | Recommendation: Visiting
Match: CHO2018 vs DAL2018 | Win Prob: 0.5381847 vs 0.46181527 | Odds: -278 to 231 | Recommendation: Visiting
Match: IND2018 vs MIA2018 | Win Prob: 0.523311 vs 0.47668892 | Odds: -192 to 167 | Recommendation: Visiting
Match: WAS2018 vs UTA2018 | Win Prob: 0.4255912 vs 0.57440877 | Odds: -345 to 287 | Recommendation: Visiting
Match: LAL2018 vs SAC2018 | Win Prob: 0.59875923 vs 0.40124083 | Odds: -357 to 293 | Recommendation: Visiting
Match: DAL2018 vs ORL2018 | Win Prob: 0.5749129 vs 0.4250871 | Odds: -294 to 245 | Recommendation: Visiting
Match: OKC2018 vs POR2018 | Win Prob: 0.52555937 vs 0.47444066 | Odds: -357 to 291 | Recommendation: Visiting
Match: GSW2018 vs DEN2018 | Win Prob: 0.54506695 vs 0.454933 | Odds: -588 to 455 | Recommendation: Visiting
Match: LAC2018 vs ATL2018 | Win Prob: 0.5797121 vs 0.4202879 | Odds: -182 to 159 | Recommendation: Visiting
